nome_completo,prim_habi,data_nasci,local_nasci,uf_3,data_emissao,validade,doc_identida,org_emissor,uf_4c,cpf,num_regis,categoria,pai,mae,assinatura
Cecilia Nunes,C,04/07/1948,Costa,SP,08/03/2023,05/03/2033,75.394.488-2,SSP,PB,127.903.856-02,68719065298,C,Yuri Sousa,Stella Castro,Cecilia Nunes
Cecilia Goncalves,E,16/09/1989,Vieira,RJ,02/01/2019,30/12/2028,42.394.640-4,IFP,ES,610.593.728-86,04179077333,E,Antony Azevedo,Isadora Castro,Cecilia Goncalves
Olivia Viana,C,09/02/2001,Cassiano,MG,05/09/2024,03/09/2034,90.883.964-2,IFP,AL,763.895.210-30,82508048150,C,Dr. Yuri Moura,Dra. Heloisa Pinto,Olivia Viana
Felipe Pastor,D,06/05/1953,Pimenta Alegre,MS,05/07/2018,02/07/2028,90.176.566-9,DETRAN,PE,320.418.675-07,75914516207,D,Luan Garcia,Maria Laura Cunha,Felipe Pastor
Luiz Fernando Nascimento,E,05/01/1962,da Mata,PB,23/03/2018,20/03/2028,77.309.472-6,PC,RO,936.127.580-12,33447178437,E,Samuel da Luz,Dra. Raquel Teixeira,Luiz Fernando Nascimento
Caroline Lopes,C,30/10/1968,Guerra Grande,ES,23/05/2020,21/05/2030,79.247.301-1,PC,MG,815.329.407-50,92498570559,C,Dr. Noah Borges,Livia Andrade,Caroline Lopes
Dr. Brayan Lima,B,22/12/1946,Cavalcanti da Prata,BA,01/04/2018,29/03/2028,33.568.549-0,DETRAN,PB,056.234.917-07,25434544615,B,Gael Henrique Camara,Heloisa Brito,Dr. Brayan Lima
Maria Liz Rocha,A,11/09/1983,Cirino de Costa,RR,16/01/2018,14/01/2028,45.248.706-4,DETRAN,MS,182.076.593-86,92181573251,A,Juan Alves,Dra. Olivia Mendonca,Maria Liz Rocha
Yan da Rosa,B,25/03/1986,Cavalcanti,SP,05/06/2018,02/06/2028,62.278.949-7,IIRGD,RS,371.249.508-05,26312368903,B,Dr. Rhavi da Cruz,Lunna Correia,Yan da Rosa
Bryan Mendes,C,10/06/1955,Nunes Paulista,MS,18/08/2018,15/08/2028,74.412.507-3,IPF,AP,153.980.624-33,24247894839,C,Davi Lucca Marques,Maria Liz Rezende,Bryan Mendes
Sra. Isabelly da Conceicao,C,12/08/1985,Campos,AM,30/09/2022,27/09/2032,59.250.960-3,IFP,SP,763.154.980-00,59534834442,C,Apollo da Rosa,Joana Silva,Sra. Isabelly da Conceicao
Luara Castro,B,15/12/1979,da Rocha de Montenegro,ES,05/07/2022,02/07/2032,42.789.806-0,SSP,RS,643.987.501-93,19284658083,B,Sr. Otto da Costa,Srta. Gabriela Pastor,Luara Castro
Luiz Fernando Cassiano,C,08/04/1997,Ramos,SC,05/12/2017,03/12/2027,88.809.178-5,DETRAN,MA,165.408.397-66,62229460644,C,Theodoro Guerra,Sra. Maite da Rocha,Luiz Fernando Cassiano
Aylla Macedo,C,06/07/1981,Sales de da Costa,PR,19/05/2023,16/05/2033,39.890.963-7,DETRAN,PE,756.219.034-80,38669142022,C,Dr. Jose Pedro Abreu,Ana Julia Andrade,Aylla Macedo
Heitor das Neves,C,18/05/1950,Mendes,AM,07/01/2019,04/01/2029,52.527.167-5,IIRGD,DF,093.486.715-10,02268092606,C,Pietro Carvalho,Lara Vieira,Heitor das Neves
Nathan Pinto,E,25/08/1948,Freitas,MG,08/02/2024,05/02/2034,47.126.704-2,IFP,SC,580.276.493-74,50059561802,E,Yan Cavalcante,Sara das Neves,Nathan Pinto
Arthur da Mota,E,10/11/1961,Ramos,SC,21/01/2021,19/01/2031,95.111.330-5,IFP,PI,732.695.408-92,42275391981,E,Diego Monteiro,Lais Lima,Arthur da Mota
Dra. Beatriz Alves,B,17/05/1975,Ramos das Flores,MA,04/03/2016,02/03/2026,48.141.296-8,SSP,PR,074.683.952-92,41096942662,B,Rhavi Cavalcante,Caroline Costela,Dra. Beatriz Alves
Otto Sa,C,23/10/1946,Barbosa,MA,25/11/2016,23/11/2026,71.582.500-6,IIRGD,AL,143.058.296-06,95615857029,C,Dr. Joao Pedro Pastor,Allana Pires,Otto Sa
Ana Laura Barros,E,10/01/1989,Marques,RN,14/07/2018,11/07/2028,52.634.754-5,IFP,ES,237.094.651-25,42932309119,E,Davi Albuquerque,Marcela Pastor,Ana Laura Barros
Srta. Stella Cunha,E,29/05/2006,Fonseca da Prata,MG,05/02/2023,02/02/2033,61.320.341-3,PC,PR,319.647.508-57,66422175506,E,Otto Monteiro,Sra. Eloa Cassiano,Srta. Stella Cunha
Vitor Silveira,E,26/04/1965,Caldeira Verde,RJ,28/07/2024,26/07/2034,38.310.119-1,IFP,AM,021.859.743-60,78717114376,E,Dr. Leandro Siqueira,Ana Clara Teixeira,Vitor Silveira
Gabriela Costela,E,21/11/1948,Costa da Praia,BA,28/07/2024,26/07/2034,26.545.322-4,IIRGD,RR,341.586.029-98,03796899284,E,Carlos Eduardo da Rocha,Melissa Vieira,Gabriela Costela
Sra. Catarina Souza,C,13/02/1954,Rios do Campo,RJ,28/08/2019,25/08/2029,24.774.142-4,SSP,TO,916.307.284-03,66504156324,C,Igor Camargo,Maria Luiza da Conceicao,Sra. Catarina Souza
Rebeca Siqueira,D,16/04/2003,Andrade,PR,28/01/2023,25/01/2033,78.828.726-5,IFP,PE,219.857.603-12,91744479081,D,Pedro Henrique Lima,Ana Carolina da Paz,Rebeca Siqueira
Isabel Cavalcanti,D,20/01/1973,Cassiano,BA,27/10/2023,24/10/2033,79.121.527-9,PC,TO,869.431.752-46,89054292886,D,Leandro Cassiano,Vitoria Cassiano,Isabel Cavalcanti
Theo Santos,D,22/08/1994,Nogueira de Mendes,PR,02/01/2016,30/12/2025,78.324.193-6,IIRGD,AP,137.546.890-10,11197551952,D,Dr. Joaquim Mendonca,Ana Laura Duarte,Theo Santos
Joao Miguel Nunes,D,07/01/1967,Sampaio,RS,20/06/2023,17/06/2033,71.672.757-7,DETRAN,SP,463.158.907-84,34494527130,D,Jose Pedro Abreu,Camila Andrade,Joao Miguel Nunes
Giovanna Rios,B,02/11/1960,Rocha,DF,27/07/2023,24/07/2033,62.997.478-0,DETRAN,RO,193.862.470-03,02988221388,B,Augusto Nunes,Eloa Oliveira,Giovanna Rios
Laura Souza,B,23/06/1957,Martins,PA,29/07/2020,27/07/2030,48.765.647-1,DETRAN,GO,781.243.506-71,84155413112,B,Anthony Mendonca,Maria Flor Barros,Laura Souza
Emanuelly Viana,E,30/07/1994,Cunha do Oeste,GO,06/06/2019,03/06/2029,45.197.403-0,IIRGD,PR,208.675.941-01,51286602792,E,Arthur Gabriel Porto,Srta. Marcela Teixeira,Emanuelly Viana
Cecilia Camargo,D,27/11/1953,Fernandes,TO,27/09/2018,24/09/2028,69.882.147-4,IIRGD,MG,510.248.936-42,06089794234,D,Nathan Ramos,Ana Clara Siqueira,Cecilia Camargo
Cecilia Rocha,E,17/10/1987,Almeida do Sul,ES,19/10/2017,17/10/2027,55.948.717-5,IFP,DF,639.802.175-40,61536808093,E,Dr. Francisco Siqueira,Heloisa Albuquerque,Cecilia Rocha
Dr. Caio Sa,A,28/05/1952,Carvalho,AL,05/09/2020,03/09/2030,29.110.457-3,DETRAN,SE,532.974.180-79,22051185358,A,Ryan Pires,Srta. Antonella Ferreira,Dr. Caio Sa
Luana Pinto,A,12/07/2004,Brito da Prata,RN,12/05/2018,09/05/2028,36.161.858-3,PC,RO,045.273.698-65,85364296546,A,Arthur Barros,Maria Luiza Pires,Luana Pinto
Maria Julia Cavalcanti,D,11/02/1964,Santos,RR,29/08/2021,27/08/2031,75.386.182-5,IPF,PR,764.815.329-73,92595301289,D,Benicio da Mota,Melina Peixoto,Maria Julia Cavalcanti
Maria Laura Macedo,E,27/09/1988,Casa Grande das Pedras,SP,14/04/2017,12/04/2027,32.926.714-6,DETRAN,AP,125.493.068-05,33523756108,E,Vitor Hugo Campos,Anna Liz Campos,Maria Laura Macedo
Alexandre Campos,D,28/02/1999,Vargas Paulista,ES,13/05/2018,10/05/2028,44.928.176-4,SSP,PI,264.037.851-17,96785861668,D,Benicio Cardoso,Manuella Martins,Alexandre Campos
Sara Dias,D,26/07/1979,Macedo,SP,10/02/2017,08/02/2027,91.394.574-3,IIRGD,AM,107.953.468-75,50502276296,D,Ryan Silveira,Emanuelly Ribeiro,Sara Dias
Liam Carvalho,B,30/10/1951,Monteiro,PI,30/06/2020,28/06/2030,83.374.196-5,DETRAN,AP,590.126.384-70,36505173841,B,Dr. Vitor Sa,Ana Luiza Lima,Liam Carvalho
Yago Vargas,D,02/06/1959,Farias,MA,13/03/2024,11/03/2034,22.278.490-2,IPF,RN,293.765.840-74,37287454341,D,Brayan Freitas,Fernanda Lopes,Yago Vargas
Thomas da Cunha,A,26/05/1948,Carvalho das Pedras,TO,16/03/2019,13/03/2029,54.553.512-0,PC,PR,230.674.958-29,78822704415,A,Nicolas Almeida,Melina Rocha,Thomas da Cunha
Ana Beatriz Rodrigues,E,04/10/1968,da Rocha,PI,04/09/2019,01/09/2029,66.687.892-2,IPF,MA,632.570.189-59,62823409099,E,Sr. Joao Lucas Andrade,Isadora Novaes,Ana Beatriz Rodrigues
Dom Rodrigues,C,18/01/1965,da Conceicao dos Dourados,SP,29/04/2018,26/04/2028,94.118.238-1,PC,RO,654.017.328-80,00118977801,C,Luiz Felipe Peixoto,Sra. Olivia Pastor,Dom Rodrigues
Maya Nascimento,C,26/08/1945,Guerra da Praia,RO,27/06/2023,24/06/2033,40.939.614-2,DETRAN,MG,807.239.641-22,34065849754,C,Pedro Rezende,Zoe Brito,Maya Nascimento
Leo da Conceicao,D,21/09/1967,Araujo do Galho,PI,24/08/2017,22/08/2027,98.447.987-6,SSP,GO,629.315.874-19,83862885837,D,Enrico Novaes,Maria Flor Novaes,Leo da Conceicao
Henrique da Conceicao,D,28/11/1991,Albuquerque,SP,06/10/2016,04/10/2026,65.814.951-8,IFP,CE,410.785.936-39,48997426419,D,Josue Costa,Emanuella Brito,Henrique da Conceicao
Milena da Conceicao,B,20/10/1995,Jesus das Flores,AC,05/10/2019,02/10/2029,44.323.360-7,DETRAN,AP,306.215.984-70,18461368465,B,Leo Ramos,Dra. Ana Luiza Santos,Milena da Conceicao
Francisco Mendes,C,04/07/2005,da Mata,ES,24/11/2021,22/11/2031,66.769.857-0,DETRAN,AC,672.451.983-73,01394506555,C,Kaique Melo,Sra. Maria Vitoria Aparecida,Francisco Mendes
Alexia Rodrigues,C,04/05/1966,Goncalves,DF,06/03/2021,04/03/2031,26.736.507-0,IPF,GO,490.283.567-38,65592418833,C,Luan Novais,Gabrielly Rios,Alexia Rodrigues
Sra. Cecilia Goncalves,E,14/11/1981,Mendes,MG,07/12/2021,05/12/2031,28.301.155-3,SSP,RO,051.329.764-25,90831207413,E,Lorenzo Aparecida,Sofia Aparecida,Sra. Cecilia Goncalves
Mateus Macedo,B,24/04/1972,Alves,DF,04/02/2023,01/02/2033,80.464.817-7,IIRGD,RN,436.172.509-80,07804950602,B,Vitor Hugo Borges,Dra. Hadassa Rodrigues,Mateus Macedo
Joao Felipe Teixeira,A,27/04/1958,Rocha do Sul,ES,18/04/2024,16/04/2034,16.507.562-9,SSP,DF,389.670.421-40,31866236234,A,Mateus Camargo,Antonella Garcia,Joao Felipe Teixeira
Joao Cardoso,C,15/09/1986,Lima Alegre,GO,19/08/2024,17/08/2034,25.177.763-0,PC,TO,348.071.526-53,04188890696,C,Heitor Novaes,Marina Fernandes,Joao Cardoso
Rhavi da Rocha,E,16/04/1965,Fernandes de Campos,SC,17/07/2020,15/07/2030,90.386.110-1,IIRGD,CE,825.409.673-29,27978122126,E,Leonardo Monteiro,Srta. Maria Eduarda Cardoso,Rhavi da Rocha
Mathias Mendonca,E,20/10/1951,Silveira da Praia,PE,27/10/2019,24/10/2029,87.165.268-9,IPF,MG,863.075.192-40,08893692820,E,Vinicius Marques,Dra. Isis Novaes,Mathias Mendonca
Maria Cecilia Albuquerque,B,04/03/2003,Barros das Pedras,DF,01/09/2016,30/08/2026,56.692.326-3,DETRAN,MA,762.143.809-69,53450816327,B,Daniel Dias,Ana Liz Porto,Maria Cecilia Albuquerque
Eloah Albuquerque,C,17/10/1987,Andrade,ES,22/04/2016,20/04/2026,86.185.254-7,DETRAN,AP,291.873.046-78,74519744751,C,Diogo Vargas,Sra. Olivia Gomes,Eloah Albuquerque
Heitor Vieira,B,31/03/1955,Nascimento de da Paz,SE,19/08/2024,17/08/2034,53.595.767-7,SSP,RR,218.436.907-13,07562775771,B,Sr. Ryan Jesus,Ana Luiza Farias,Heitor Vieira
Dra. Lavinia Fogaca,B,28/07/1996,Ribeiro Alegre,RN,13/10/2019,10/10/2029,95.895.688-0,IPF,MA,216.758.394-09,35261254459,B,Davi Miguel Sa,Valentina Freitas,Dra. Lavinia Fogaca
Gustavo Henrique Cunha,C,09/01/2006,Goncalves,AC,08/05/2018,05/05/2028,40.469.754-5,PC,PA,329.401.675-16,24826234343,C,Caue Camara,Mariah Freitas,Gustavo Henrique Cunha
Cecilia Souza,A,17/03/2004,da Costa Grande,AC,09/02/2020,06/02/2030,25.267.825-8,PC,RS,276.301.549-25,44447578789,A,Emanuel da Rocha,Carolina Almeida,Cecilia Souza
Caue Caldeira,E,03/06/1974,Sa,BA,11/04/2022,08/04/2032,87.188.440-5,IIRGD,MA,069.852.341-51,18782860726,E,Jose Miguel da Conceicao,Milena Goncalves,Caue Caldeira
Isabel Martins,A,12/01/1951,Abreu,DF,27/11/2019,24/11/2029,28.990.372-9,IPF,PR,038.546.921-70,49371296714,A,Luan Castro,Srta. Sophie Oliveira,Isabel Martins
Calebe Caldeira,D,27/02/1953,Garcia Alegre,PR,11/05/2019,08/05/2029,94.647.973-7,DETRAN,RS,759.162.804-67,41715144526,D,Brayan Lopes,Beatriz Nunes,Calebe Caldeira
Sabrina Andrade,B,23/04/1953,Rios Paulista,SE,02/04/2018,30/03/2028,27.815.467-1,IFP,PI,163.587.240-53,37104284200,B,Dr. Rhavi Almeida,Manuela Siqueira,Sabrina Andrade
Thales Pimenta,C,19/04/1988,da Rocha,RJ,28/08/2017,26/08/2027,64.685.537-7,IIRGD,ES,137.804.256-53,56492482260,C,Marcos Vinicius Cunha,Leticia Macedo,Thales Pimenta
Guilherme Montenegro,C,12/04/1953,Sousa de Novaes,MS,10/09/2017,08/09/2027,50.854.599-3,IIRGD,TO,036.824.719-87,46673305986,C,Luiz Felipe Machado,Evelyn Teixeira,Guilherme Montenegro
Sr. Samuel Cardoso,C,12/11/2004,Araujo,AP,28/01/2024,25/01/2034,45.356.515-3,IPF,PR,096.174.852-49,87539231242,C,Rhavi da Cunha,Raquel Casa Grande,Sr. Samuel Cardoso
Sr. Jose Miguel da Conceicao,A,03/06/2000,Marques de Freitas,DF,03/10/2021,01/10/2031,12.619.989-8,DETRAN,MG,359.086.147-93,32771041818,A,Heitor Oliveira,Clara Freitas,Sr. Jose Miguel da Conceicao
Dra. Maria Alice Moraes,A,20/07/1975,Pinto do Norte,AL,07/09/2016,05/09/2026,88.930.293-3,IFP,SP,507.236.894-74,14669620227,A,Enzo Gabriel Araujo,Alana Borges,Dra. Maria Alice Moraes
Joao Lucas Nunes,C,05/09/1996,Monteiro do Oeste,PE,29/05/2017,27/05/2027,91.555.190-9,IPF,CE,294.175.836-46,09876460239,C,Theodoro Rios,Sra. Lorena Duarte,Joao Lucas Nunes
Emanuel Leao,E,05/02/1975,Barbosa,RR,18/05/2020,16/05/2030,56.248.231-1,IIRGD,CE,896.057.243-83,77081433241,E,Josue Cunha,Kamilly Gomes,Emanuel Leao
Lorenzo Barros,D,07/04/1981,Vasconcelos Paulista,SC,25/12/2021,23/12/2031,88.308.465-7,IPF,MA,693.284.571-73,13580179408,D,Davi Luiz Correia,Ana Beatriz da Cunha,Lorenzo Barros
Bianca Barbosa,B,11/06/2003,Marques,SP,21/07/2019,18/07/2029,11.274.295-2,DETRAN,AL,097.541.382-14,77254789924,B,Luiz Fernando Ferreira,Rafaela Sa,Bianca Barbosa
Arthur Miguel Ferreira,E,09/09/2003,Souza,PI,17/06/2022,14/06/2032,24.664.610-5,SSP,PI,815.720.963-30,80405648482,E,Jose Pedro Aparecida,Dra. Juliana Nogueira,Arthur Miguel Ferreira
Sra. Maria Luiza Barros,D,29/01/1986,Aparecida,SC,05/12/2021,03/12/2031,73.861.435-7,PC,SP,197.824.306-50,65705465235,D,Yago Gomes,Anna Liz da Mata,Sra. Maria Luiza Barros
Maria Sophia Rezende,B,12/01/1981,Duarte,RR,13/04/2020,11/04/2030,99.644.946-9,IFP,PR,940.378.512-88,78409834575,B,Nicolas Barros,Dra. Eloah Ramos,Maria Sophia Rezende
Mariana Albuquerque,E,11/06/1968,da Paz de Goias,SE,25/04/2016,23/04/2026,20.392.913-8,IFP,GO,415.897.306-66,89769295687,E,Dr. Leandro Nunes,Ana Vitoria Leao,Mariana Albuquerque
Pietro Melo,C,29/07/1960,Dias do Norte,AM,10/02/2023,07/02/2033,54.347.412-1,SSP,AM,980.265.314-42,41785589572,C,Davi Luiz Camara,Clara Jesus,Pietro Melo
Maria Luisa Mendonca,B,13/05/1950,Novaes,MA,01/10/2024,29/09/2034,92.387.371-5,IPF,PI,974.215.860-67,08805738847,B,Dr. Bruno Lopes,Ana Sophia Silveira,Maria Luisa Mendonca
Maria Eduarda da Paz,E,11/10/1987,Barros,AC,04/06/2023,01/06/2033,51.507.975-2,IIRGD,AL,137.892.564-55,81666401648,E,Otavio Nunes,Heloisa Siqueira,Maria Eduarda da Paz
Maria Vitoria Pacheco,D,31/12/1975,Costela de Rezende,AL,14/12/2015,11/12/2025,83.267.320-4,PC,RS,685.307.419-00,44342433517,D,Apollo Teixeira,Gabrielly Fogaca,Maria Vitoria Pacheco
Emanuelly Moreira,D,10/12/1948,Pimenta,PE,23/02/2023,20/02/2033,77.192.515-2,SSP,AC,078.312.965-30,65719574941,D,Asafe Marques,Maria Luisa Sousa,Emanuelly Moreira
Lorenzo Teixeira,A,25/09/1987,Ramos,RN,17/12/2023,14/12/2033,88.657.228-3,SSP,AL,271.908.563-40,11180717253,A,Jose Moreira,Sra. Alana da Luz,Lorenzo Teixeira
Mirella Pimenta,A,05/08/1996,Macedo,PE,12/07/2018,09/07/2028,61.480.800-5,SSP,RR,195.026.843-89,07317151869,A,Luiz Otavio Barbosa,Dra. Fernanda Rezende,Mirella Pimenta
Maria Flor Mendonca,B,18/10/1981,Vasconcelos da Prata,CE,20/10/2018,17/10/2028,15.733.433-8,PC,MG,395.804.271-60,73738918790,B,Calebe Novaes,Brenda Novaes,Maria Flor Mendonca
Bella Pimenta,B,24/10/1994,Souza das Pedras,SE,27/03/2018,24/03/2028,24.354.147-2,SSP,MT,572.896.413-37,17653118188,B,Ravi Lucca Rezende,Maria Julia Alves,Bella Pimenta
Ana Cecilia Jesus,B,16/06/2007,das Neves da Praia,PB,09/06/2018,06/06/2028,16.701.985-9,IPF,MT,653.401.972-80,36048058450,B,Luiz Gustavo Novais,Maya Sa,Ana Cecilia Jesus
Sophia Borges,C,24/04/2006,Duarte,PR,09/11/2022,06/11/2032,38.309.568-3,IFP,CE,310.746.589-57,72279738673,C,Leandro Marques,Camila Camargo,Sophia Borges
Brayan Silva,D,17/09/1969,da Paz,MG,05/09/2023,02/09/2033,70.161.796-5,SSP,TO,524.387.169-91,08870860224,D,Ravi Siqueira,Alice da Costa,Brayan Silva
Luiz Fernando Costela,C,31/05/1998,Almeida,PI,18/08/2020,16/08/2030,69.879.742-1,IPF,RR,634.179.520-34,26547199626,C,Levi Fogaca,Luisa Souza,Luiz Fernando Costela
Julia Porto,A,29/08/1977,Guerra do Sul,DF,17/07/2018,14/07/2028,95.678.770-4,SSP,SC,416.529.708-94,18885376294,A,Paulo Cassiano,Yasmin Ramos,Julia Porto
Helena Siqueira,C,21/10/1984,Montenegro do Campo,PE,14/03/2019,11/03/2029,30.349.951-8,IPF,GO,125.879.463-28,33317702568,C,Juan Castro,Alexia Oliveira,Helena Siqueira
Dr. Joao Lucas Peixoto,D,10/12/1984,Sousa da Prata,ES,10/08/2019,07/08/2029,65.881.873-9,IIRGD,AP,328.907.564-83,03292214286,D,Isaque Santos,Eduarda Sa,Dr. Joao Lucas Peixoto
Sr. Leo Nascimento,B,03/11/1996,Vargas da Prata,DF,13/03/2023,10/03/2033,85.376.788-9,DETRAN,CE,431.025.786-08,94273980978,B,Gael Carvalho,Dra. Isabela Sampaio,Sr. Leo Nascimento
Ana Livia Alves,B,28/08/1995,da Mota,PB,19/08/2018,16/08/2028,93.681.627-9,IFP,SP,419.285.760-01,66120208289,B,Bryan Teixeira,Dra. Natalia Cardoso,Ana Livia Alves
Liam Porto,C,14/01/1967,da Paz de Porto,PI,02/12/2021,30/11/2031,35.751.948-5,PC,SC,927.510.836-68,23740569182,C,Bryan Rodrigues,Amanda Sa,Liam Porto
Kevin Rios,B,13/11/1979,Vieira do Campo,RO,21/01/2018,19/01/2028,95.753.416-8,IFP,RR,610.928.354-15,31612564082,B,Sr. Isaque da Rosa,Milena Casa Grande,Kevin Rios
Pedro Caldeira,E,17/12/1997,Ramos,SP,16/01/2021,14/01/2031,28.225.530-6,PC,TO,849.176.235-37,34752760442,E,Dr. Caua Mendes,Daniela Rodrigues,Pedro Caldeira
Ayla Fonseca,A,22/08/1969,Nogueira,BA,23/06/2022,20/06/2032,66.106.199-5,IFP,RO,358.196.024-98,75831729766,A,Dr. Anthony Gabriel Cavalcanti,Evelyn Vargas,Ayla Fonseca
Dom Aparecida,C,10/10/1996,Alves de Goias,MA,18/12/2017,16/12/2027,83.241.588-2,IPF,AC,876.042.395-10,82803275742,C,Rael da Cruz,Milena Pires,Dom Aparecida
Lara da Cruz,D,02/03/1978,Novaes,DF,01/03/2019,26/02/2029,59.523.555-4,SSP,PR,493.520.167-34,40371245237,D,Benjamim Fonseca,Maria Julia Oliveira,Lara da Cruz
Luan Barbosa,A,04/01/1983,Jesus,SC,19/07/2017,17/07/2027,47.112.144-5,IFP,PB,039.684.275-56,63693759536,A,Asafe Siqueira,Evelyn Goncalves,Luan Barbosa
Otavio Camargo,B,16/06/1972,Castro de da Cruz,RR,14/12/2022,11/12/2032,74.204.462-9,IFP,AL,315.826.079-40,27720479311,B,Jose Miguel Leao,Manuella Novais,Otavio Camargo
Yan Pinto,D,17/12/1985,Sousa,PE,27/04/2022,24/04/2032,33.552.491-2,SSP,DF,395.468.721-64,06872851970,D,Joao Lucas Cavalcante,Bruna Lima,Yan Pinto
Carolina Nogueira,E,24/10/1995,Pereira,BA,17/12/2020,15/12/2030,17.654.142-0,PC,PI,038.965.721-21,12512076011,E,Gael Henrique da Rocha,Isis Azevedo,Carolina Nogueira
Allana Rios,D,20/02/1983,Fogaca das Pedras,AP,25/04/2018,22/04/2028,80.658.120-2,PC,ES,957.624.301-70,97034921935,D,Bento Gomes,Sra. Maria Isis Melo,Allana Rios
Ian Cassiano,D,16/07/2002,da Cruz,PA,15/12/2019,12/12/2029,46.637.293-8,DETRAN,MT,321.859.704-88,09346530651,D,Caleb Goncalves,Dra. Sofia Moraes,Ian Cassiano
Manuella Pastor,C,12/03/1966,da Rosa de Cavalcante,MT,15/09/2022,12/09/2032,37.732.995-6,SSP,BA,720.634.591-34,22475338248,C,Dr. Pedro Montenegro,Srta. Ana Liz Vieira,Manuella Pastor
Leo Viana,E,08/04/1954,Pastor,PA,30/03/2021,28/03/2031,18.118.927-1,DETRAN,RO,206.745.381-53,44194282486,E,Yuri Moraes,Clarice Machado,Leo Viana
Carolina Cavalcanti,D,10/01/2003,Sousa,RJ,23/04/2021,21/04/2031,38.891.203-9,SSP,DF,091.342.768-31,91469052228,D,Davi Lucca Albuquerque,Esther Rezende,Carolina Cavalcanti
Maria Eduarda das Neves,D,31/03/1985,Cirino,PI,13/11/2024,11/11/2034,49.117.872-2,DETRAN,MG,164.389.507-93,76112003127,D,Pietro Campos,Agatha Martins,Maria Eduarda das Neves
Clara Rodrigues,D,02/01/1985,Moreira,MS,01/12/2016,29/11/2026,22.312.413-4,IFP,AP,073.915.246-70,00365017772,D,Sr. Raul Silva,Ana Livia Nunes,Clara Rodrigues
Augusto Guerra,B,20/06/1966,Albuquerque,PE,17/08/2023,14/08/2033,53.917.532-1,PC,SC,285.976.140-30,12445324482,B,Thales Cirino,Camila Novais,Augusto Guerra
Ana Laura Souza,E,22/01/1982,Moraes de Guerra,AL,15/12/2016,13/12/2026,96.103.396-7,SSP,GO,960.351.482-98,78153467683,E,Sr. Jose Miguel Correia,Laura Camara,Ana Laura Souza
Thales da Costa,D,19/08/1969,Sa,PA,06/07/2017,04/07/2027,96.743.696-5,DETRAN,PI,721.593.086-68,17762854451,D,Davi Dias,Brenda Teixeira,Thales da Costa
Lucas Gabriel da Mota,B,17/04/1963,Moraes,TO,09/06/2023,06/06/2033,52.222.508-0,IFP,MS,609.547.382-92,05895125029,B,Otavio Rios,Ana Beatriz Fonseca,Lucas Gabriel da Mota
Caroline Dias,A,27/11/1960,Rodrigues,RS,16/05/2016,14/05/2026,27.826.313-1,DETRAN,PB,038.162.597-40,78894789802,A,Matteo Lima,Elisa Moraes,Caroline Dias
Ravy da Rocha,C,05/06/1954,Melo,RN,30/10/2017,28/10/2027,47.526.838-9,DETRAN,SE,681.942.035-89,66307788114,C,Davi Miguel Rezende,Isabella da Rosa,Ravy da Rocha
Breno Camara,B,24/10/1996,Vargas,DF,25/05/2022,22/05/2032,55.160.625-4,SSP,AM,123.965.874-55,55773260076,B,Davi Lucca da Costa,Maria Isis Siqueira,Breno Camara
Carolina Castro,D,18/08/1960,Cassiano da Serra,AL,22/01/2017,20/01/2027,26.469.312-5,IFP,PE,863.409.572-00,96961515002,D,Theo Montenegro,Srta. Bianca da Rosa,Carolina Castro
Fernando da Mota,C,28/05/1980,Rios,RN,16/11/2017,14/11/2027,85.647.111-8,SSP,PA,310.678.542-07,63392494298,C,Dante Costa,Lavinia Novaes,Fernando da Mota
Davi Garcia,E,08/03/1968,Martins,PR,22/11/2019,19/11/2029,55.612.385-0,DETRAN,GO,096.371.825-86,99283540110,E,Apollo Silveira,Sra. Emilly Fonseca,Davi Garcia
Sr. Joao Miguel Martins,D,07/06/2007,da Mata,BA,31/08/2018,28/08/2028,68.472.697-9,IFP,RO,076.918.325-59,60159981284,D,Pedro Henrique Souza,Nina Carvalho,Sr. Joao Miguel Martins
Kamilly Ramos,E,24/10/1945,Vargas,AL,05/06/2024,03/06/2034,37.640.349-4,IIRGD,RS,258.014.396-33,43488672357,E,Dr. Vitor Gabriel Cavalcanti,Heloisa Borges,Kamilly Ramos
Dr. Lucca Fogaca,E,29/05/1990,Goncalves das Flores,RR,24/01/2017,22/01/2027,42.498.717-0,SSP,RN,382.941.607-50,04082139811,E,Sr. Pedro Lucas Pacheco,Gabriela Cirino,Dr. Lucca Fogaca
Diego Cardoso,D,28/11/1974,Moura de Goias,AL,13/02/2017,11/02/2027,15.726.390-5,IPF,PB,518.293.406-89,92962080330,D,Arthur Miguel Nunes,Sra. Catarina Farias,Diego Cardoso
Pietro Caldeira,C,29/09/2003,Montenegro de Minas,SE,16/03/2021,14/03/2031,21.283.645-8,IPF,AC,190.427.538-97,65074856769,C,Gael Henrique Mendes,Ana Garcia,Pietro Caldeira
Melissa Andrade,B,01/03/1964,Barros da Serra,AL,29/08/2021,27/08/2031,60.699.718-2,DETRAN,AL,483.915.067-20,29645279085,B,Caleb da Paz,Bruna Viana,Melissa Andrade
Rafaela Oliveira,B,04/01/1991,Novais,MS,05/06/2021,03/06/2031,61.669.141-6,IFP,CE,385.926.401-05,82832316595,B,Dr. Gustavo Henrique da Rosa,Rafaela Goncalves,Rafaela Oliveira
